session,calib_temp.trend,SE,df,lower.CL,upper.CL,t.ratio,p.value
ketamine,0.08032821912783797,0.027349327328895872,681.1775669576414,0.026629109119192813,0.13402732913648313,2.937118641414166,0.003424585926917934
placebo,0.14927825669096403,0.03455340190632474,669.573624074586,0.08143219433056977,0.21712431905135832,4.320218804957661,1.795111978736866e-5
