outcome,pain_p,dep_p,der_p,amn_p,p_anova,f_stat,df1,df2,adj_r2_m1,adj_r2_m2,aic_m1,aic_m2,dissoc_sig
NPS,0.009622684880109865,0.5675989062708799,0.06735962182584884,0.7165380786877388,0.2770552584362126,1.373280314161698,3,22,0.27047638972388066,0.30175339516566857,244.10514894531144,245.47052438373174,
