estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,network
-0.07251477407129907,-5.377857476600595,9.88053329137183e-6,28,-0.10013539840722166,-0.04489414973537648,Paired t-test,two.sided,DefaultMode
-0.022436939698419235,-0.9643348813752075,0.3431334184283267,28,-0.07009671889538151,0.02522283949854304,Paired t-test,two.sided,DorsalAttention
0.005544709424446948,0.585292624036279,0.5630387424661769,28,-0.013860664772635912,0.024950083621529805,Paired t-test,two.sided,Frontoparietal
0.011023177264852071,0.7988159286235076,0.43112122527981145,28,-0.01724360388647895,0.039289958416183095,Paired t-test,two.sided,Salience
0.02045975084359878,0.6619837829303236,0.5133934799861652,28,-0.04284980571662621,0.08376930740382375,Paired t-test,two.sided,SensoryMotor
