session,calib_temp.trend,SE,df,lower.CL,upper.CL,t.ratio,p.value
ketamine,0.06077553293200685,0.027131130824215675,777.3115374740713,-1.5429513971634834e-4,0.12170536100373004,2.2400663402412304,0.02536848123935719
placebo,0.11064913208616522,0.03400426253191782,765.5846975145708,0.034281675059466415,0.18701658911286403,3.2539782911717414,0.0023759365051125754
